viti,komuna,personeli administrativ,gjinia,Personeli administrativ sipas niveleve
2023/2024,Leposaviq,Fillor dhe i mesëm i ulët,Femra,1
2023/2024,Leposaviq,Fillor dhe i mesëm i ulët,Gjithsej,1
2023/2024,Leposaviq,I mesëm i lartë,Meshkuj,-
2023/2024,Leposaviq,I mesëm i lartë,Femra,-
2023/2024,Leposaviq,I mesëm i lartë,Gjithsej,-
2023/2024,Lipjan,Parashkollor,Meshkuj,1
2023/2024,Lipjan,Parashkollor,Femra,2
2023/2024,Lipjan,Parashkollor,Gjithsej,3
2023/2024,Lipjan,Fillor dhe i mesëm i ulët,Meshkuj,28
2023/2024,Lipjan,Fillor dhe i mesëm i ulët,Femra,9
2023/2024,Lipjan,Fillor dhe i mesëm i ulët,Gjithsej,37
2023/2024,Lipjan,I mesëm i lartë,Meshkuj,7
2023/2024,Lipjan,I mesëm i lartë,Femra,3
2023/2024,Lipjan,I mesëm i lartë,Gjithsej,10
2023/2024,Malishevë,Parashkollor,Meshkuj,1
2023/2024,Malishevë,Parashkollor,Femra,1
2023/2024,Malishevë,Parashkollor,Gjithsej,2
2023/2024,Malishevë,Fillor dhe i mesëm i ulët,Meshkuj,30
2023/2024,Malishevë,Fillor dhe i mesëm i ulët,Femra,14
2023/2024,Malishevë,Fillor dhe i mesëm i ulët,Gjithsej,44
2023/2024,Malishevë,I mesëm i lartë,Meshkuj,9
2023/2024,Malishevë,I mesëm i lartë,Femra,3
2023/2024,Malishevë,I mesëm i lartë,Gjithsej,12
2023/2024,Mamushë,Parashkollor,Meshkuj,-
2023/2024,Mamushë,Parashkollor,Femra,-
2023/2024,Mamushë,Parashkollor,Gjithsej,-
2023/2024,Mamushë,Fillor dhe i mesëm i ulët,Meshkuj,3
2023/2024,Mamushë,Fillor dhe i mesëm i ulët,Femra,-
2023/2024,Mamushë,Fillor dhe i mesëm i ulët,Gjithsej,3
2023/2024,Mamushë,I mesëm i lartë,Meshkuj,1
2023/2024,Mamushë,I mesëm i lartë,Femra,-
2023/2024,Mamushë,I mesëm i lartë,Gjithsej,1
2023/2024,Mitrovicë,Parashkollor,Meshkuj,1
2023/2024,Mitrovicë,Parashkollor,Femra,3
2023/2024,Mitrovicë,Parashkollor,Gjithsej,4
2023/2024,Mitrovicë,Fillor dhe i mesëm i ulët,Meshkuj,34
2023/2024,Mitrovicë,Fillor dhe i mesëm i ulët,Femra,22
2023/2024,Mitrovicë,Fillor dhe i mesëm i ulët,Gjithsej,56
2023/2024,Mitrovicë,I mesëm i lartë,Meshkuj,8
2023/2024,Mitrovicë,I mesëm i lartë,Femra,6
2023/2024,Mitrovicë,I mesëm i lartë,Gjithsej,14
2023/2024,Novobërdë,Parashkollor,Meshkuj,-
2023/2024,Novobërdë,Parashkollor,Femra,-
2023/2024,Novobërdë,Parashkollor,Gjithsej,-
2023/2024,Novobërdë,Fillor dhe i mesëm i ulët,Meshkuj,4
2023/2024,Novobërdë,Fillor dhe i mesëm i ulët,Femra,3
2023/2024,Novobërdë,Fillor dhe i mesëm i ulët,Gjithsej,7
2023/2024,Novobërdë,I mesëm i lartë,Meshkuj,1
2023/2024,Novobërdë,I mesëm i lartë,Femra,1
2023/2024,Novobërdë,I mesëm i lartë,Gjithsej,2
2023/2024,Obiliq,Parashkollor,Meshkuj,-
2023/2024,Obiliq,Parashkollor,Femra,2
2023/2024,Obiliq,Parashkollor,Gjithsej,2
2023/2024,Obiliq,Fillor dhe i mesëm i ulët,Meshkuj,14
2023/2024,Obiliq,Fillor dhe i mesëm i ulët,Femra,10
2023/2024,Obiliq,Fillor dhe i mesëm i ulët,Gjithsej,24
2023/2024,Obiliq,I mesëm i lartë,Meshkuj,3
2023/2024,Obiliq,I mesëm i lartë,Femra,1
2023/2024,Obiliq,I mesëm i lartë,Gjithsej,4
2023/2024,Pejë,Parashkollor,Meshkuj,-
2023/2024,Pejë,Parashkollor,Femra,3
2023/2024,Pejë,Parashkollor,Gjithsej,3
2023/2024,Pejë,Fillor dhe i mesëm i ulët,Meshkuj,23
2023/2024,Pejë,Fillor dhe i mesëm i ulët,Femra,31
2023/2024,Pejë,Fillor dhe i mesëm i ulët,Gjithsej,54
2023/2024,Pejë,I mesëm i lartë,Meshkuj,10
2023/2024,Pejë,I mesëm i lartë,Femra,6
2023/2024,Pejë,I mesëm i lartë,Gjithsej,16
2023/2024,Podujevë,Parashkollor,Meshkuj,-
2023/2024,Podujevë,Parashkollor,Femra,4
2023/2024,Podujevë,Parashkollor,Gjithsej,4
2023/2024,Podujevë,Fillor dhe i mesëm i ulët,Meshkuj,42
2023/2024,Podujevë,Fillor dhe i mesëm i ulët,Femra,33
2023/2024,Podujevë,Fillor dhe i mesëm i ulët,Gjithsej,75
2023/2024,Podujevë,I mesëm i lartë,Meshkuj,4
2023/2024,Podujevë,I mesëm i lartë,Femra,8
2023/2024,Podujevë,I mesëm i lartë,Gjithsej,12
2023/2024,Prishtinë,Parashkollor,Meshkuj,2
2023/2024,Prishtinë,Parashkollor,Femra,23
2023/2024,Prishtinë,Parashkollor,Gjithsej,25
2023/2024,Prishtinë,Fillor dhe i mesëm i ulët,Meshkuj,40
2023/2024,Prishtinë,Fillor dhe i mesëm i ulët,Femra,82
2023/2024,Prishtinë,Fillor dhe i mesëm i ulët,Gjithsej,122
2023/2024,Prishtinë,I mesëm i lartë,Meshkuj,27
2023/2024,Prishtinë,I mesëm i lartë,Femra,23
2023/2024,Prishtinë,I mesëm i lartë,Gjithsej,50
2023/2024,Prizren,Parashkollor,Meshkuj,1
2023/2024,Prizren,Parashkollor,Femra,1
2023/2024,Prizren,Parashkollor,Gjithsej,2
2023/2024,Prizren,Fillor dhe i mesëm i ulët,Meshkuj,75
2023/2024,Prizren,Fillor dhe i mesëm i ulët,Femra,33
2023/2024,Prizren,Fillor dhe i mesëm i ulët,Gjithsej,108
2023/2024,Prizren,I mesëm i lartë,Meshkuj,22
2023/2024,Prizren,I mesëm i lartë,Femra,13
2023/2024,Prizren,I mesëm i lartë,Gjithsej,35
2023/2024,Rahovec,Parashkollor,Meshkuj,-
2023/2024,Rahovec,Parashkollor,Femra,1
2023/2024,Rahovec,Parashkollor,Gjithsej,1
2023/2024,Rahovec,Fillor dhe i mesëm i ulët,Meshkuj,17
2023/2024,Rahovec,Fillor dhe i mesëm i ulët,Femra,6
2023/2024,Rahovec,Fillor dhe i mesëm i ulët,Gjithsej,23
2023/2024,Rahovec,I mesëm i lartë,Meshkuj,2
2023/2024,Rahovec,I mesëm i lartë,Femra,3
2023/2024,Rahovec,I mesëm i lartë,Gjithsej,5
2023/2024,Shtërpcë,Parashkollor,Meshkuj,-
2023/2024,Shtërpcë,Parashkollor,Femra,-
2023/2024,Shtërpcë,Parashkollor,Gjithsej,-
2023/2024,Shtërpcë,Fillor dhe i mesëm i ulët,Meshkuj,2
2023/2024,Shtërpcë,Fillor dhe i mesëm i ulët,Femra,-
2023/2024,Shtërpcë,Fillor dhe i mesëm i ulët,Gjithsej,2
2023/2024,Shtërpcë,I mesëm i lartë,Meshkuj,1
2023/2024,Shtërpcë,I mesëm i lartë,Femra,-
2023/2024,Shtërpcë,I mesëm i lartë,Gjithsej,1
2023/2024,Shtime,Parashkollor,Meshkuj,-
2023/2024,Shtime,Parashkollor,Femra,2
2023/2024,Shtime,Parashkollor,Gjithsej,2
2023/2024,Shtime,Fillor dhe i mesëm i ulët,Meshkuj,9
2023/2024,Shtime,Fillor dhe i mesëm i ulët,Femra,4
2023/2024,Shtime,Fillor dhe i mesëm i ulët,Gjithsej,13
2023/2024,Shtime,I mesëm i lartë,Meshkuj,1
2023/2024,Shtime,I mesëm i lartë,Femra,2
2023/2024,Shtime,I mesëm i lartë,Gjithsej,3
2023/2024,Skënderaj,Parashkollor,Meshkuj,-
2023/2024,Skënderaj,Parashkollor,Femra,2
2023/2024,Skënderaj,Parashkollor,Gjithsej,2
2023/2024,Skënderaj,Fillor dhe i mesëm i ulët,Meshkuj,40
2023/2024,Skënderaj,Fillor dhe i mesëm i ulët,Femra,6
2023/2024,Skënderaj,Fillor dhe i mesëm i ulët,Gjithsej,46
2023/2024,Skënderaj,I mesëm i lartë,Meshkuj,14
2023/2024,Skënderaj,I mesëm i lartë,Femra,3
2023/2024,Skënderaj,I mesëm i lartë,Gjithsej,17
2023/2024,Suharekë,Parashkollor,Meshkuj,-
2023/2024,Suharekë,Parashkollor,Femra,3
2023/2024,Suharekë,Parashkollor,Gjithsej,3
2023/2024,Suharekë,Fillor dhe i mesëm i ulët,Meshkuj,28
2023/2024,Suharekë,Fillor dhe i mesëm i ulët,Femra,28
2023/2024,Suharekë,Fillor dhe i mesëm i ulët,Gjithsej,56
2023/2024,Suharekë,I mesëm i lartë,Meshkuj,6
2023/2024,Suharekë,I mesëm i lartë,Femra,5
2023/2024,Suharekë,I mesëm i lartë,Gjithsej,11
2023/2024,Viti,Parashkollor,Meshkuj,-
2023/2024,Viti,Parashkollor,Femra,3
2023/2024,Viti,Parashkollor,Gjithsej,3
2023/2024,Viti,Fillor dhe i mesëm i ulët,Meshkuj,20
2023/2024,Viti,Fillor dhe i mesëm i ulët,Femra,5
2023/2024,Viti,Fillor dhe i mesëm i ulët,Gjithsej,25
2023/2024,Viti,I mesëm i lartë,Meshkuj,6
2023/2024,Viti,I mesëm i lartë,Femra,2
2023/2024,Viti,I mesëm i lartë,Gjithsej,8
2023/2024,Vushtrri,Parashkollor,Meshkuj,3
2023/2024,Vushtrri,Parashkollor,Femra,5
2023/2024,Vushtrri,Parashkollor,Gjithsej,8
2023/2024,Vushtrri,Fillor dhe i mesëm i ulët,Meshkuj,32
2023/2024,Vushtrri,Fillor dhe i mesëm i ulët,Femra,20
2023/2024,Vushtrri,Fillor dhe i mesëm i ulët,Gjithsej,52
2023/2024,Vushtrri,I mesëm i lartë,Meshkuj,13
2023/2024,Vushtrri,I mesëm i lartë,Femra,3
2023/2024,Vushtrri,I mesëm i lartë,Gjithsej,16
2023/2024,Zubin Potok,Parashkollor,Meshkuj,-
2023/2024,Zubin Potok,Parashkollor,Femra,-
2023/2024,Zubin Potok,Parashkollor,Gjithsej,-
2023/2024,Zubin Potok,Fillor dhe i mesëm i ulët,Meshkuj,1
2023/2024,Zubin Potok,Fillor dhe i mesëm i ulët,Femra,1
2023/2024,Zubin Potok,Fillor dhe i mesëm i ulët,Gjithsej,2
2023/2024,Zubin Potok,I mesëm i lartë,Meshkuj,-
2023/2024,Zubin Potok,I mesëm i lartë,Femra,-
2023/2024,Zubin Potok,I mesëm i lartë,Gjithsej,-
2023/2024,Zveçan,Parashkollor,Meshkuj,-
2023/2024,Zveçan,Parashkollor,Femra,-
2023/2024,Zveçan,Parashkollor,Gjithsej,-
2023/2024,Zveçan,Fillor dhe i mesëm i ulët,Meshkuj,1
2023/2024,Zveçan,Fillor dhe i mesëm i ulët,Femra,-
2023/2024,Zveçan,Fillor dhe i mesëm i ulët,Gjithsej,1
2023/2024,Zveçan,I mesëm i lartë,Meshkuj,-
2023/2024,Zveçan,I mesëm i lartë,Femra,-
2023/2024,Zveçan,I mesëm i lartë,Gjithsej,-
2023/2024,Kllokot,Parashkollor,Meshkuj,-
2023/2024,Kllokot,Parashkollor,Femra,-
2023/2024,Kllokot,Parashkollor,Gjithsej,-
2023/2024,Kllokot,Fillor dhe i mesëm i ulët,Meshkuj,1
2023/2024,Kllokot,Fillor dhe i mesëm i ulët,Femra,-
2023/2024,Kllokot,Fillor dhe i mesëm i ulët,Gjithsej,1
2023/2024,Kllokot,I mesëm i lartë,Meshkuj,-
2023/2024,Kllokot,I mesëm i lartë,Femra,-
2023/2024,Kllokot,I mesëm i lartë,Gjithsej,-
2023/2024,Gjithsej,Parashkollor,Meshkuj,11
2023/2024,Gjithsej,Parashkollor,Femra,86
2023/2024,Gjithsej,Parashkollor,Gjithsej,97
2023/2024,Gjithsej,Fillor dhe i mesëm i ulët,Meshkuj,692
2023/2024,Gjithsej,Fillor dhe i mesëm i ulët,Femra,469
2023/2024,Gjithsej,Fillor dhe i mesëm i ulët,Gjithsej,1161
2023/2024,Gjithsej,I mesëm i lartë,Meshkuj,213
2023/2024,Gjithsej,I mesëm i lartë,Femra,117
2023/2024,Gjithsej,I mesëm i lartë,Gjithsej,330
