Komuna,Viti Akademik,Niveli Akademik,Mosha,Gjinia,Numri i nxenesve
Gjakove,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,8932
Gjakove,2019-2020,Institucionet publike parauniversitare,18-19,Femer,8035
Gjilan,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,8699
Gjilan,2019-2020,Institucionet publike parauniversitare,18-19,Femer,8430
Gllogovc,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,6191
Gllogovc,2019-2020,Institucionet publike parauniversitare,18-19,Femer,5798
Hani i Elezit,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,946
Hani i Elezit,2019-2020,Institucionet publike parauniversitare,18-19,Femer,878
Istog,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,3675
Istog,2019-2020,Institucionet publike parauniversitare,18-19,Femer,3475
Junik,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,426
Junik,2019-2020,Institucionet publike parauniversitare,18-19,Femer,369
Kaqanik,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,3225
Kaqanik,2019-2020,Institucionet publike parauniversitare,18-19,Femer,2982
Kamenice,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,2290
Kamenice,2019-2020,Institucionet publike parauniversitare,18-19,Femer,2123
Kline,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,3902
Kline,2019-2020,Institucionet publike parauniversitare,18-19,Femer,3834
Leposaviq,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,11
Leposaviq,2019-2020,Institucionet publike parauniversitare,18-19,Femer,7
Lipjan,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,6371
Lipjan,2019-2020,Institucionet publike parauniversitare,18-19,Femer,6009
Malisheve,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,6210
Malisheve,2019-2020,Institucionet publike parauniversitare,18-19,Femer,5952
Mamushe,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,456
Mamushe,2019-2020,Institucionet publike parauniversitare,18-19,Femer,427
Mitrovice,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,8038
Mitrovice,2019-2020,Institucionet publike parauniversitare,18-19,Femer,8123
Novoberde,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,291
Novoberde,2019-2020,Institucionet publike parauniversitare,18-19,Femer,269
Obiliq,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,2126
Obiliq,2019-2020,Institucionet publike parauniversitare,18-19,Femer,2034
Peje,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,9202
Peje,2019-2020,Institucionet publike parauniversitare,18-19,Femer,8722
Podujeve,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,9010
Podujeve,2019-2020,Institucionet publike parauniversitare,18-19,Femer,8590
Prishtine,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,22217
Prishtine,2019-2020,Institucionet publike parauniversitare,18-19,Femer,21445
Prizren,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,15340
Prizren,2019-2020,Institucionet publike parauniversitare,18-19,Femer,14266
Rahovec,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,4950
Rahovec,2019-2020,Institucionet publike parauniversitare,18-19,Femer,4626
Shterpce,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,297
Shterpce,2019-2020,Institucionet publike parauniversitare,18-19,Femer,288
Shtime,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,3038
Shtime,2019-2020,Institucionet publike parauniversitare,18-19,Femer,2605
Skenderaj,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,5116
Skenderaj,2019-2020,Institucionet publike parauniversitare,18-19,Femer,4659
Suhareke,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,5685
Suhareke,2019-2020,Institucionet publike parauniversitare,18-19,Femer,5103
Viti,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,4117
Viti,2019-2020,Institucionet publike parauniversitare,18-19,Femer,3920
Vushtrri,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,7146
Vushtrri,2019-2020,Institucionet publike parauniversitare,18-19,Femer,6528
Zubin Potok,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,58
Zubin Potok,2019-2020,Institucionet publike parauniversitare,18-19,Femer,48
Zveqan,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,32
Zveqan,2019-2020,Institucionet publike parauniversitare,18-19,Femer,31
Kllokot,2019-2020,Institucionet publike parauniversitare,18-19,Mashkull,62
Kllokot,2019-2020,Institucionet publike parauniversitare,18-19,Femer,53
Deqan,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,2770
Deqan,2020-2021,Institucionet publike parauniversitare,18-19,Femer,2529
Dargash,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,1705
Dargash,2020-2021,Institucionet publike parauniversitare,18-19,Femer,1666
Ferizaj,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,11660
Ferizaj,2020-2021,Institucionet publike parauniversitare,18-19,Femer,11373
Fushe Kosove,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,4702
Fushe Kosove,2020-2021,Institucionet publike parauniversitare,18-19,Femer,4456
Gjakove,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,8556
Gjakove,2020-2021,Institucionet publike parauniversitare,18-19,Femer,7672
Gjilan,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,8293
Gjilan,2020-2021,Institucionet publike parauniversitare,18-19,Femer,8182
Gllogovc,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,6044
Gllogovc,2020-2021,Institucionet publike parauniversitare,18-19,Femer,5646
Hani i Elezit,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,932
Hani i Elezit,2020-2021,Institucionet publike parauniversitare,18-19,Femer,876
Istog,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,3566
Istog,2020-2021,Institucionet publike parauniversitare,18-19,Femer,3327
Junik,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,402
Junik,2020-2021,Institucionet publike parauniversitare,18-19,Femer,372
Kaqanik,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,3167
Kaqanik,2020-2021,Institucionet publike parauniversitare,18-19,Femer,2835
Kamenice,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,2060
Kamenice,2020-2021,Institucionet publike parauniversitare,18-19,Femer,1903
Kline,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,3733
Kline,2020-2021,Institucionet publike parauniversitare,18-19,Femer,3631
Leposaviq,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,11
Leposaviq,2020-2021,Institucionet publike parauniversitare,18-19,Femer,5
Lipjan,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,6254
Lipjan,2020-2021,Institucionet publike parauniversitare,18-19,Femer,5801
Malisheve,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,5827
Malisheve,2020-2021,Institucionet publike parauniversitare,18-19,Femer,5611
Mamushe,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,467
Mamushe,2020-2021,Institucionet publike parauniversitare,18-19,Femer,433
Mitrovice,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,7734
Mitrovice,2020-2021,Institucionet publike parauniversitare,18-19,Femer,7710
Novoberde,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,280
Novoberde,2020-2021,Institucionet publike parauniversitare,18-19,Femer,277
Obiliq,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,2107
Obiliq,2020-2021,Institucionet publike parauniversitare,18-19,Femer,1937
Peje,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,8895
Peje,2020-2021,Institucionet publike parauniversitare,18-19,Femer,8462
Podujeve,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,8616
Podujeve,2020-2021,Institucionet publike parauniversitare,18-19,Femer,8257
Prishtine,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,22101
Prishtine,2020-2021,Institucionet publike parauniversitare,18-19,Femer,21391
Prizren,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,14981
Prizren,2020-2021,Institucionet publike parauniversitare,18-19,Femer,13973
Rahovec,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,4717
Rahovec,2020-2021,Institucionet publike parauniversitare,18-19,Femer,4372
Shterpce,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,277
Shterpce,2020-2021,Institucionet publike parauniversitare,18-19,Femer,266
Shtime,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,2800
Shtime,2020-2021,Institucionet publike parauniversitare,18-19,Femer,2543
Skenderaj,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,4901
Skenderaj,2020-2021,Institucionet publike parauniversitare,18-19,Femer,4358
Suhareke,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,5341
Suhareke,2020-2021,Institucionet publike parauniversitare,18-19,Femer,4862
Viti,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,3936
Viti,2020-2021,Institucionet publike parauniversitare,18-19,Femer,3810
Vushtrri,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,6979
Vushtrri,2020-2021,Institucionet publike parauniversitare,18-19,Femer,6225
Zubin Potok,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,59
Zubin Potok,2020-2021,Institucionet publike parauniversitare,18-19,Femer,42
Zveqan,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,35
Zveqan,2020-2021,Institucionet publike parauniversitare,18-19,Femer,31
Kllokot,2020-2021,Institucionet publike parauniversitare,18-19,Mashkull,53
Kllokot,2020-2021,Institucionet publike parauniversitare,18-19,Femer,51
Deqan,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,2722
Deqan,2021-2022,Institucionet publike parauniversitare,18-19,Femer,2490
Dargash,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,1802
Dargash,2021-2022,Institucionet publike parauniversitare,18-19,Femer,1675
Ferizaj,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,11546
Ferizaj,2021-2022,Institucionet publike parauniversitare,18-19,Femer,10989
Fushe Kosove,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,4930
Fushe Kosove,2021-2022,Institucionet publike parauniversitare,18-19,Femer,4656
Gjakove,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,8192
Gjakove,2021-2022,Institucionet publike parauniversitare,18-19,Femer,7487
Gjilan,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,8043
Gjilan,2021-2022,Institucionet publike parauniversitare,18-19,Femer,7920
Gllogovc,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,5789
Gllogovc,2021-2022,Institucionet publike parauniversitare,18-19,Femer,5453
Hani i Elezit,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,934
Hani i Elezit,2021-2022,Institucionet publike parauniversitare,18-19,Femer,855
Istog,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,3397
Istog,2021-2022,Institucionet publike parauniversitare,18-19,Femer,3186
Junik,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,359
Junik,2021-2022,Institucionet publike parauniversitare,18-19,Femer,291
Kaqanik,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,3045
Kaqanik,2021-2022,Institucionet publike parauniversitare,18-19,Femer,2693
Kamenice,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,1934
Kamenice,2021-2022,Institucionet publike parauniversitare,18-19,Femer,1809
Kline,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,3530
Kline,2021-2022,Institucionet publike parauniversitare,18-19,Femer,3422
Leposaviq,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,13
Leposaviq,2021-2022,Institucionet publike parauniversitare,18-19,Femer,4
Lipjan,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,6181
Lipjan,2021-2022,Institucionet publike parauniversitare,18-19,Femer,5695
Malisheve,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,5525
Malisheve,2021-2022,Institucionet publike parauniversitare,18-19,Femer,5323
Mamushe,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,477
Mamushe,2021-2022,Institucionet publike parauniversitare,18-19,Femer,430
Mitrovice,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,7532
Mitrovice,2021-2022,Institucionet publike parauniversitare,18-19,Femer,7487
Novoberde,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,285
Novoberde,2021-2022,Institucionet publike parauniversitare,18-19,Femer,287
Obiliq,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,2072
Obiliq,2021-2022,Institucionet publike parauniversitare,18-19,Femer,1904
Peje,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,8635
Peje,2021-2022,Institucionet publike parauniversitare,18-19,Femer,8237
Podujeve,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,8221
Podujeve,2021-2022,Institucionet publike parauniversitare,18-19,Femer,7816
Prishtine,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,21806
Prishtine,2021-2022,Institucionet publike parauniversitare,18-19,Femer,20980
Prizren,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,14523
Prizren,2021-2022,Institucionet publike parauniversitare,18-19,Femer,13493
Rahovec,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,4499
Rahovec,2021-2022,Institucionet publike parauniversitare,18-19,Femer,4010
Shterpce,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,261
Shterpce,2021-2022,Institucionet publike parauniversitare,18-19,Femer,247
Shtime,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,2819
Shtime,2021-2022,Institucionet publike parauniversitare,18-19,Femer,2550
Skenderaj,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,4660
Skenderaj,2021-2022,Institucionet publike parauniversitare,18-19,Femer,4219
Suhareke,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,5111
Suhareke,2021-2022,Institucionet publike parauniversitare,18-19,Femer,4571
Viti,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,3770
Viti,2021-2022,Institucionet publike parauniversitare,18-19,Femer,3590
Vushtrri,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,6831
Vushtrri,2021-2022,Institucionet publike parauniversitare,18-19,Femer,6044
Zubin Potok,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,59
Zubin Potok,2021-2022,Institucionet publike parauniversitare,18-19,Femer,47
Zveqan,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,38
Zveqan,2021-2022,Institucionet publike parauniversitare,18-19,Femer,36
Kllokot,2021-2022,Institucionet publike parauniversitare,18-19,Mashkull,54
Kllokot,2021-2022,Institucionet publike parauniversitare,18-19,Femer,55
Deqan,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,2562
Deqan,2022-2023,Institucionet publike parauniversitare,18-19,Femer,2406
Dargash,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,1631
Dargash,2022-2023,Institucionet publike parauniversitare,18-19,Femer,1549
Ferizaj,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,11117
Ferizaj,2022-2023,Institucionet publike parauniversitare,18-19,Femer,11127
Fushe Kosove,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,5124
Fushe Kosove,2022-2023,Institucionet publike parauniversitare,18-19,Femer,4878
Gjakove,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,7906
Gjakove,2022-2023,Institucionet publike parauniversitare,18-19,Femer,7321
Gjilan,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,7809
Gjilan,2022-2023,Institucionet publike parauniversitare,18-19,Femer,7829
Gllogovc,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,5584
Gllogovc,2022-2023,Institucionet publike parauniversitare,18-19,Femer,5315
Hani i Elezit,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,887
Hani i Elezit,2022-2023,Institucionet publike parauniversitare,18-19,Femer,823
Istog,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,3309
Istog,2022-2023,Institucionet publike parauniversitare,18-19,Femer,3101
Junik,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,354
Junik,2022-2023,Institucionet publike parauniversitare,18-19,Femer,313
Kaqanik,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,2988
Kaqanik,2022-2023,Institucionet publike parauniversitare,18-19,Femer,2690
Kamenice,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,1855
Kamenice,2022-2023,Institucionet publike parauniversitare,18-19,Femer,1706
Kline,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,3369
Kline,2022-2023,Institucionet publike parauniversitare,18-19,Femer,3289
Leposaviq,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,12
Leposaviq,2022-2023,Institucionet publike parauniversitare,18-19,Femer,4
Lipjan,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,6072
Lipjan,2022-2023,Institucionet publike parauniversitare,18-19,Femer,5551
Malisheve,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,5240
Malisheve,2022-2023,Institucionet publike parauniversitare,18-19,Femer,5025
Mamushe,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,457
Mamushe,2022-2023,Institucionet publike parauniversitare,18-19,Femer,414
Mitrovice,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,7289
Mitrovice,2022-2023,Institucionet publike parauniversitare,18-19,Femer,7266
Novoberde,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,285
Novoberde,2022-2023,Institucionet publike parauniversitare,18-19,Femer,297
Obiliq,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,1989
Obiliq,2022-2023,Institucionet publike parauniversitare,18-19,Femer,1853
Peje,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,8380
Peje,2022-2023,Institucionet publike parauniversitare,18-19,Femer,7948
Podujeve,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,7698
Podujeve,2022-2023,Institucionet publike parauniversitare,18-19,Femer,7436
Prishtine,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,21173
Prishtine,2022-2023,Institucionet publike parauniversitare,18-19,Femer,20759
Prizren,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,13954
Prizren,2022-2023,Institucionet publike parauniversitare,18-19,Femer,13202
Rahovec,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,4205
Rahovec,2022-2023,Institucionet publike parauniversitare,18-19,Femer,3901
Shterpce,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,236
Shterpce,2022-2023,Institucionet publike parauniversitare,18-19,Femer,212
Shtime,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,2655
Shtime,2022-2023,Institucionet publike parauniversitare,18-19,Femer,2372
Skenderaj,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,4393
Skenderaj,2022-2023,Institucionet publike parauniversitare,18-19,Femer,4031
Suhareke,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,4867
Suhareke,2022-2023,Institucionet publike parauniversitare,18-19,Femer,4334
Viti,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,3638
Viti,2022-2023,Institucionet publike parauniversitare,18-19,Femer,3532
Vushtrri,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,6626
Vushtrri,2022-2023,Institucionet publike parauniversitare,18-19,Femer,5949
Zubin Potok,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,46
Zubin Potok,2022-2023,Institucionet publike parauniversitare,18-19,Femer,44
Zveqan,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,37
Zveqan,2022-2023,Institucionet publike parauniversitare,18-19,Femer,34
Kllokot,2022-2023,Institucionet publike parauniversitare,18-19,Mashkull,49
Kllokot,2022-2023,Institucionet publike parauniversitare,18-19,Femer,55
Deqan,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,2487
Deqan,2023-2024,Institucionet publike parauniversitare,18-19,Femer,2281
Dargash,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,1535
Dargash,2023-2024,Institucionet publike parauniversitare,18-19,Femer,1445
Ferizaj,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,10857
Ferizaj,2023-2024,Institucionet publike parauniversitare,18-19,Femer,10990
Fushe Kosove,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,5341
Fushe Kosove,2023-2024,Institucionet publike parauniversitare,18-19,Femer,4905
Gjakove,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,7451
Gjakove,2023-2024,Institucionet publike parauniversitare,18-19,Femer,7113
Gjilan,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,7701
Gjilan,2023-2024,Institucionet publike parauniversitare,18-19,Femer,7613
Gllogovc,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,5432
Gllogovc,2023-2024,Institucionet publike parauniversitare,18-19,Femer,5211
Hani i Elezit,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,858
Hani i Elezit,2023-2024,Institucionet publike parauniversitare,18-19,Femer,790
Istog,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,3156
Istog,2023-2024,Institucionet publike parauniversitare,18-19,Femer,2985
Junik,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,374
Junik,2023-2024,Institucionet publike parauniversitare,18-19,Femer,351
Kaqanik,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,2903
Kaqanik,2023-2024,Institucionet publike parauniversitare,18-19,Femer,2581
Kamenice,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,1740
Kamenice,2023-2024,Institucionet publike parauniversitare,18-19,Femer,1589
Kline,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,3318
Kline,2023-2024,Institucionet publike parauniversitare,18-19,Femer,3206
Leposaviq,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,13
Leposaviq,2023-2024,Institucionet publike parauniversitare,18-19,Femer,4
Lipjan,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,5918
Lipjan,2023-2024,Institucionet publike parauniversitare,18-19,Femer,5405
Malisheve,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,5083
Malisheve,2023-2024,Institucionet publike parauniversitare,18-19,Femer,4992
Mamushe,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,441
Mamushe,2023-2024,Institucionet publike parauniversitare,18-19,Femer,401
Mitrovice,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,7043
Mitrovice,2023-2024,Institucionet publike parauniversitare,18-19,Femer,7029
Novoberde,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,277
Novoberde,2023-2024,Institucionet publike parauniversitare,18-19,Femer,285
Obiliq,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,1943
Obiliq,2023-2024,Institucionet publike parauniversitare,18-19,Femer,1804
Peje,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,7994
Peje,2023-2024,Institucionet publike parauniversitare,18-19,Femer,7746
Podujeve,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,7418
Podujeve,2023-2024,Institucionet publike parauniversitare,18-19,Femer,7249
Prishtine,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,20694
Prishtine,2023-2024,Institucionet publike parauniversitare,18-19,Femer,20175
Prizren,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,13563
Prizren,2023-2024,Institucionet publike parauniversitare,18-19,Femer,12967
Rahovec,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,4036
Rahovec,2023-2024,Institucionet publike parauniversitare,18-19,Femer,3663
Shterpce,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,220
Shterpce,2023-2024,Institucionet publike parauniversitare,18-19,Femer,202
Shtime,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,2512
Shtime,2023-2024,Institucionet publike parauniversitare,18-19,Femer,2287
Skenderaj,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,4167
Skenderaj,2023-2024,Institucionet publike parauniversitare,18-19,Femer,3864
Suhareke,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,4633
Suhareke,2023-2024,Institucionet publike parauniversitare,18-19,Femer,4155
Viti,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,3568
Viti,2023-2024,Institucionet publike parauniversitare,18-19,Femer,3370
Vushtrri,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,6440
Vushtrri,2023-2024,Institucionet publike parauniversitare,18-19,Femer,5857
Zubin Potok,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,40
Zubin Potok,2023-2024,Institucionet publike parauniversitare,18-19,Femer,43
Zveqan,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,39
Zveqan,2023-2024,Institucionet publike parauniversitare,18-19,Femer,32
Kllokot,2023-2024,Institucionet publike parauniversitare,18-19,Mashkull,47
Kllokot,2023-2024,Institucionet publike parauniversitare,18-19,Femer,50
